"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.dialogue_id","Input.dialogue_context","Input.model_id_a","Input.response_a","Input.model_id_b","Input.response_b","Input.sel","Input.selt","Answer.taskAnswers","Approve","Reject"
"372AGES0JBMDSLZVDORATSC3EU4XRQ","3LVBPMNRSBWQ4NUAH06SCLDGBT7GW1","Conversational AI: Comparing Responses","You will be shown a dialogue and two options for the next response. Your tasks are to compare which response is better regarding various aspects and explain your selection of the best response.","conversational ai, dialogue response, evaluation","$0.15","Wed May 08 06:31:14 PDT 2024","3","BatchId:5219625;OriginalHitTemplateId:928390828;","3600","259200","Wed May 15 06:31:14 PDT 2024","","","3DEL4X4ELE2OC69BHLO6P81SH2UXYY","AMY3B7W66X1SG","Submitted","Wed May 08 06:31:31 PDT 2024","Wed May 08 06:49:56 PDT 2024","Sat May 11 06:49:56 PDT 2024","","","","1105","100% (140/140)","100% (140/140)","100% (36/36)","Bailey is the President of the club.  Bailey provided financial support to members.","[Speaker 1] I just got elected to be the President of the club.<br>[Speaker 2] Wow, that's amazing. What is your role?<br>[Speaker 1] I provide financial support to the members.","chatgpt-35-vanilla-0125","That's great! I'm sure the members really appreciate your support. How are you finding the role so far?","chatgpt-35-latentselection-0125","That's great! Your role sounds crucial for the club. Are there any specific projects or initiatives that you're excited to support through your financial role?","att-defA","to the left","[{""engaging"":{""defA"":false,""defB"":true,""slightA"":false,""slightB"":false},""instruction-checkbox-collapsed"":{""on"":false},""natural"":{""defA"":false,""defB"":true,""slightA"":false,""slightB"":false},""quality"":{""defA"":false,""defB"":true,""slightA"":false,""slightB"":false},""quality-textbox"":""B had the best overall the quality. it shows the engagement and curiosity."",""specific"":{""defA"":false,""defB"":true,""slightA"":false,""slightB"":false}}]"
"372AGES0JBMDSLZVDORATSC3EU4XRQ","3LVBPMNRSBWQ4NUAH06SCLDGBT7GW1","Conversational AI: Comparing Responses","You will be shown a dialogue and two options for the next response. Your tasks are to compare which response is better regarding various aspects and explain your selection of the best response.","conversational ai, dialogue response, evaluation","$0.15","Wed May 08 06:31:14 PDT 2024","3","BatchId:5219625;OriginalHitTemplateId:928390828;","3600","259200","Wed May 15 06:31:14 PDT 2024","","","3LUY3GC637H0ODBJ8LOPIIVSB4CP71","A1IBY7KXFHJ2U2","Submitted","Wed May 08 06:32:00 PDT 2024","Wed May 08 07:16:04 PDT 2024","Sat May 11 07:16:04 PDT 2024","","","","2644","100% (42/42)","100% (42/42)","100% (19/19)","Bailey is the President of the club.  Bailey provided financial support to members.","[Speaker 1] I just got elected to be the President of the club.<br>[Speaker 2] Wow, that's amazing. What is your role?<br>[Speaker 1] I provide financial support to the members.","chatgpt-35-vanilla-0125","That's great! I'm sure the members really appreciate your support. How are you finding the role so far?","chatgpt-35-latentselection-0125","That's great! Your role sounds crucial for the club. Are there any specific projects or initiatives that you're excited to support through your financial role?","att-defA","to the left","[{""engaging"":{""defA"":true,""defB"":false,""slightA"":false,""slightB"":false},""instruction-checkbox-collapsed"":{""on"":false},""natural"":{""defA"":false,""defB"":false,""slightA"":false,""slightB"":true},""quality"":{""defA"":false,""defB"":false,""slightA"":false,""slightB"":true},""quality-textbox"":""Better addresses the specific role mentioned by speaker and asks a relevant follow up question making it a more response"",""specific"":{""defA"":false,""defB"":false,""slightA"":false,""slightB"":true}}]"
"372AGES0JBMDSLZVDORATSC3EU4XRQ","3LVBPMNRSBWQ4NUAH06SCLDGBT7GW1","Conversational AI: Comparing Responses","You will be shown a dialogue and two options for the next response. Your tasks are to compare which response is better regarding various aspects and explain your selection of the best response.","conversational ai, dialogue response, evaluation","$0.15","Wed May 08 06:31:14 PDT 2024","3","BatchId:5219625;OriginalHitTemplateId:928390828;","3600","259200","Wed May 15 06:31:14 PDT 2024","","","3OB0CAO74P6RQG9WCH6KMMDYTCHHYV","A1B8QUOSZEH4S1","Submitted","Wed May 08 07:04:09 PDT 2024","Wed May 08 08:03:39 PDT 2024","Sat May 11 08:03:39 PDT 2024","","","","3570","100% (106/106)","100% (106/106)","100% (39/39)","Bailey is the President of the club.  Bailey provided financial support to members.","[Speaker 1] I just got elected to be the President of the club.<br>[Speaker 2] Wow, that's amazing. What is your role?<br>[Speaker 1] I provide financial support to the members.","chatgpt-35-vanilla-0125","That's great! I'm sure the members really appreciate your support. How are you finding the role so far?","chatgpt-35-latentselection-0125","That's great! Your role sounds crucial for the club. Are there any specific projects or initiatives that you're excited to support through your financial role?","att-defA","to the left","[{""engaging"":{""defA"":true,""defB"":false,""slightA"":false,""slightB"":false},""instruction-checkbox-collapsed"":{""on"":false},""natural"":{""defA"":true,""defB"":false,""slightA"":false,""slightB"":false},""quality"":{""defA"":true,""defB"":false,""slightA"":false,""slightB"":false},""quality-textbox"":""Response A has the more overall quality it has the positive conversation"",""specific"":{""defA"":false,""defB"":false,""slightA"":true,""slightB"":false}}]"
"322ZSN9Z6N1ZAYODX2U0WWGN9KX4TW","3LVBPMNRSBWQ4NUAH06SCLDGBT7GW1","Conversational AI: Comparing Responses","You will be shown a dialogue and two options for the next response. Your tasks are to compare which response is better regarding various aspects and explain your selection of the best response.","conversational ai, dialogue response, evaluation","$0.15","Wed May 08 06:31:14 PDT 2024","3","BatchId:5219625;OriginalHitTemplateId:928390828;","3600","259200","Wed May 15 06:31:14 PDT 2024","","","3A0EX8ZRNG5HZ36ACPWO0BA0YZ7BY4","A1B8QUOSZEH4S1","Submitted","Wed May 08 06:32:44 PDT 2024","Wed May 08 07:14:39 PDT 2024","Sat May 11 07:14:39 PDT 2024","","","","2515","100% (106/106)","100% (106/106)","100% (39/39)","Cameron was much older than his brother so he was embarrassed his brother was more successful.","[Speaker 1] I'm really embarrassed that my brother is so much more successful than I am.","chatgpt-35-vanilla-0125","Hey, I understand how you feel, but remember that success looks different for everyone. What do you admire most about your brother's accomplishments?","chatgpt-35-latentselection-0125","It's understandable to feel that way, but remember, success looks different for everyone. Your path might not look the same as your brother's, but that doesn't mean you're any less successful. What matters most is finding what makes you happy and fulfilled, regardless of comparisons to others.","att-defA","to the left","[{""engaging"":{""defA"":false,""defB"":true,""slightA"":false,""slightB"":false},""instruction-checkbox-collapsed"":{""on"":false},""natural"":{""defA"":false,""defB"":true,""slightA"":false,""slightB"":false},""quality"":{""defA"":false,""defB"":true,""slightA"":false,""slightB"":false},""quality-textbox"":""This response fosters a deeper connection and provides meaningful support, making it the better option overall."",""specific"":{""defA"":false,""defB"":true,""slightA"":false,""slightB"":false}}]"
"322ZSN9Z6N1ZAYODX2U0WWGN9KX4TW","3LVBPMNRSBWQ4NUAH06SCLDGBT7GW1","Conversational AI: Comparing Responses","You will be shown a dialogue and two options for the next response. Your tasks are to compare which response is better regarding various aspects and explain your selection of the best response.","conversational ai, dialogue response, evaluation","$0.15","Wed May 08 06:31:14 PDT 2024","3","BatchId:5219625;OriginalHitTemplateId:928390828;","3600","259200","Wed May 15 06:31:14 PDT 2024","","","3DHE4R9OC4SNPZLEZQH7SI0SZX92G0","A2ML30H0T2HO1J","Submitted","Wed May 08 07:03:01 PDT 2024","Wed May 08 07:31:09 PDT 2024","Sat May 11 07:31:09 PDT 2024","","","","1688","85% (22/26)","87% (20/23)","100% (8/8)","Cameron was much older than his brother so he was embarrassed his brother was more successful.","[Speaker 1] I'm really embarrassed that my brother is so much more successful than I am.","chatgpt-35-vanilla-0125","Hey, I understand how you feel, but remember that success looks different for everyone. What do you admire most about your brother's accomplishments?","chatgpt-35-latentselection-0125","It's understandable to feel that way, but remember, success looks different for everyone. Your path might not look the same as your brother's, but that doesn't mean you're any less successful. What matters most is finding what makes you happy and fulfilled, regardless of comparisons to others.","att-defA","to the left","[{""engaging"":{""defA"":false,""defB"":true,""slightA"":false,""slightB"":false},""instruction-checkbox-collapsed"":{""on"":false},""natural"":{""defA"":false,""defB"":true,""slightA"":false,""slightB"":false},""quality"":{""defA"":false,""defB"":true,""slightA"":false,""slightB"":false},""quality-textbox"":""Response B offers more comprehensive support and guidance,addressing the speaker's feelings and promoting self-acceptance and personal growth."",""specific"":{""defA"":false,""defB"":true,""slightA"":false,""slightB"":false}}]"
"322ZSN9Z6N1ZAYODX2U0WWGN9KX4TW","3LVBPMNRSBWQ4NUAH06SCLDGBT7GW1","Conversational AI: Comparing Responses","You will be shown a dialogue and two options for the next response. Your tasks are to compare which response is better regarding various aspects and explain your selection of the best response.","conversational ai, dialogue response, evaluation","$0.15","Wed May 08 06:31:14 PDT 2024","3","BatchId:5219625;OriginalHitTemplateId:928390828;","3600","259200","Wed May 15 06:31:14 PDT 2024","","","35K3O9HUAJU96F1ZHQ6QCY95VLZEFF","A1J2ZU4AH7V6N6","Submitted","Wed May 08 07:06:07 PDT 2024","Wed May 08 07:53:27 PDT 2024","Sat May 11 07:53:27 PDT 2024","","","","2840","100% (35/35)","100% (35/35)","0% (0/0)","Cameron was much older than his brother so he was embarrassed his brother was more successful.","[Speaker 1] I'm really embarrassed that my brother is so much more successful than I am.","chatgpt-35-vanilla-0125","Hey, I understand how you feel, but remember that success looks different for everyone. What do you admire most about your brother's accomplishments?","chatgpt-35-latentselection-0125","It's understandable to feel that way, but remember, success looks different for everyone. Your path might not look the same as your brother's, but that doesn't mean you're any less successful. What matters most is finding what makes you happy and fulfilled, regardless of comparisons to others.","att-defA","to the left","[{""engaging"":{""defA"":false,""defB"":true,""slightA"":false,""slightB"":false},""instruction-checkbox-collapsed"":{""on"":false},""natural"":{""defA"":false,""defB"":true,""slightA"":false,""slightB"":false},""quality"":{""defA"":false,""defB"":true,""slightA"":false,""slightB"":false},""quality-textbox"":""Response B is good because shows empathetic and guidance "",""specific"":{""defA"":false,""defB"":true,""slightA"":false,""slightB"":false}}]"
"3JYPJ2TAZPPBGMSV02HZIQCH97KPFZ","3LVBPMNRSBWQ4NUAH06SCLDGBT7GW1","Conversational AI: Comparing Responses","You will be shown a dialogue and two options for the next response. Your tasks are to compare which response is better regarding various aspects and explain your selection of the best response.","conversational ai, dialogue response, evaluation","$0.15","Wed May 08 06:31:14 PDT 2024","3","BatchId:5219625;OriginalHitTemplateId:928390828;","3600","259200","Wed May 15 06:31:14 PDT 2024","","","3EKVH9QME6LKDFBNX0GZMXXVM5OD2W","A2FAAOGWUTTTF5","Submitted","Wed May 08 06:33:30 PDT 2024","Wed May 08 07:24:50 PDT 2024","Sat May 11 07:24:50 PDT 2024","","","","3080","100% (93/93)","100% (93/93)","100% (37/37)","After a difficult day as an emergency room doctor, Riley went to the pub and cried over their beer.","[Speaker 1] Life is too stressful these days and today's events underscored that.<br>[Speaker 2] I'm sorry to hear that you're not doing so well. How have you been handling this?<br>[Speaker 1] I went to the bar, got drunk and ended up crying over my beer.","chatgpt-35-latentselection-0125","It sounds like you've been going through a lot. It's okay to feel overwhelmed, but maybe there are healthier ways to cope with stress than getting drunk. Would you like to talk more about what's been going on?","chatgpt-35-vanilla-0125","I'm sorry to hear that you're going through a tough time. It's okay to let it out and talk about it. Is there anything specific that's been weighing on your mind?","att-defB","to the right","[{""engaging"":{""defA"":true,""defB"":false,""slightA"":false,""slightB"":false},""instruction-checkbox-collapsed"":{""on"":false},""natural"":{""defA"":true,""defB"":false,""slightA"":false,""slightB"":false},""quality"":{""defA"":true,""defB"":false,""slightA"":false,""slightB"":false},""quality-textbox"":""Response A is the overall better quality. It begins by acknowledging speaker 1's difficult situation with empathy and understanding. "",""specific"":{""defA"":true,""defB"":false,""slightA"":false,""slightB"":false}}]"
"3JYPJ2TAZPPBGMSV02HZIQCH97KPFZ","3LVBPMNRSBWQ4NUAH06SCLDGBT7GW1","Conversational AI: Comparing Responses","You will be shown a dialogue and two options for the next response. Your tasks are to compare which response is better regarding various aspects and explain your selection of the best response.","conversational ai, dialogue response, evaluation","$0.15","Wed May 08 06:31:14 PDT 2024","3","BatchId:5219625;OriginalHitTemplateId:928390828;","3600","259200","Wed May 15 06:31:14 PDT 2024","","","3Z7EFSHGNHVB9386LT6HSH99EEFXCT","A1L92W5SO5UPS0","Submitted","Wed May 08 06:49:09 PDT 2024","Wed May 08 07:29:40 PDT 2024","Sat May 11 07:29:40 PDT 2024","","","","2431","100% (80/80)","100% (80/80)","100% (35/35)","After a difficult day as an emergency room doctor, Riley went to the pub and cried over their beer.","[Speaker 1] Life is too stressful these days and today's events underscored that.<br>[Speaker 2] I'm sorry to hear that you're not doing so well. How have you been handling this?<br>[Speaker 1] I went to the bar, got drunk and ended up crying over my beer.","chatgpt-35-latentselection-0125","It sounds like you've been going through a lot. It's okay to feel overwhelmed, but maybe there are healthier ways to cope with stress than getting drunk. Would you like to talk more about what's been going on?","chatgpt-35-vanilla-0125","I'm sorry to hear that you're going through a tough time. It's okay to let it out and talk about it. Is there anything specific that's been weighing on your mind?","att-defB","to the right","[{""engaging"":{""defA"":true,""defB"":false,""slightA"":false,""slightB"":false},""instruction-checkbox-collapsed"":{""on"":false},""natural"":{""defA"":true,""defB"":false,""slightA"":false,""slightB"":false},""quality"":{""defA"":true,""defB"":false,""slightA"":false,""slightB"":false},""quality-textbox"":""THE OVER ALL QUALITY THUS KEEPING THE CONVERSATION DYNAMIC AND RELEVANT."",""specific"":{""defA"":false,""defB"":true,""slightA"":false,""slightB"":false}}]"
"3JYPJ2TAZPPBGMSV02HZIQCH97KPFZ","3LVBPMNRSBWQ4NUAH06SCLDGBT7GW1","Conversational AI: Comparing Responses","You will be shown a dialogue and two options for the next response. Your tasks are to compare which response is better regarding various aspects and explain your selection of the best response.","conversational ai, dialogue response, evaluation","$0.15","Wed May 08 06:31:14 PDT 2024","3","BatchId:5219625;OriginalHitTemplateId:928390828;","3600","259200","Wed May 15 06:31:14 PDT 2024","","","3P1L2B7AD96HIYOKXFCKCN83WKZOL8","A2ML30H0T2HO1J","Submitted","Wed May 08 08:02:39 PDT 2024","Wed May 08 08:16:33 PDT 2024","Sat May 11 08:16:33 PDT 2024","","","","834","85% (22/26)","87% (20/23)","100% (8/8)","After a difficult day as an emergency room doctor, Riley went to the pub and cried over their beer.","[Speaker 1] Life is too stressful these days and today's events underscored that.<br>[Speaker 2] I'm sorry to hear that you're not doing so well. How have you been handling this?<br>[Speaker 1] I went to the bar, got drunk and ended up crying over my beer.","chatgpt-35-latentselection-0125","It sounds like you've been going through a lot. It's okay to feel overwhelmed, but maybe there are healthier ways to cope with stress than getting drunk. Would you like to talk more about what's been going on?","chatgpt-35-vanilla-0125","I'm sorry to hear that you're going through a tough time. It's okay to let it out and talk about it. Is there anything specific that's been weighing on your mind?","att-defB","to the right","[{""engaging"":{""defA"":false,""defB"":true,""slightA"":false,""slightB"":false},""instruction-checkbox-collapsed"":{""on"":false},""natural"":{""defA"":false,""defB"":true,""slightA"":false,""slightB"":false},""quality"":{""defA"":false,""defB"":true,""slightA"":false,""slightB"":false},""quality-textbox"":""response B fosters deeper engagement."",""specific"":{""defA"":false,""defB"":false,""slightA"":false,""slightB"":true}}]"
"3DW3BNF1HOZF6RF4E0KSEQKD8R8V89","3LVBPMNRSBWQ4NUAH06SCLDGBT7GW1","Conversational AI: Comparing Responses","You will be shown a dialogue and two options for the next response. Your tasks are to compare which response is better regarding various aspects and explain your selection of the best response.","conversational ai, dialogue response, evaluation","$0.15","Wed May 08 06:31:14 PDT 2024","3","BatchId:5219625;OriginalHitTemplateId:928390828;","3600","259200","Wed May 15 06:31:14 PDT 2024","","","3U5JL4WY5SQ8EZVRSE0Z9JXLM1VX4D","A2FAAOGWUTTTF5","Submitted","Wed May 08 06:33:09 PDT 2024","Wed May 08 06:40:24 PDT 2024","Sat May 11 06:40:24 PDT 2024","","","","435","100% (93/93)","100% (93/93)","100% (37/37)","Carson showed their daughter how to ride a bike at his own prior training time at Sakaja.","[Speaker 1] I bought a bike for my daughter.<br>[Speaker 2] Oh that is lovely! Can she ride it well?<br>[Speaker 1] No, I just taught her how to ride at my prior training time.","chatgpt-35-vanilla-0125","That's great that you took the time to teach her! I'm sure she'll be riding like a pro in no time.","chatgpt-35-latentselection-0125","That's great that you were able to teach her yourself. I bet she's so excited to ride it around the neighborhood now!","att-defA","to the left","[{""engaging"":{""defA"":true,""defB"":false,""slightA"":false,""slightB"":false},""instruction-checkbox-collapsed"":{""on"":false},""natural"":{""defA"":true,""defB"":false,""slightA"":false,""slightB"":false},""quality"":{""defA"":true,""defB"":false,""slightA"":false,""slightB"":false},""quality-textbox"":""Overall, Response A demonstrates better quality by maintaining relevance, showing empathy, and fostering conversation flow.  "",""specific"":{""defA"":true,""defB"":false,""slightA"":false,""slightB"":false}}]"
